Business_Name,Address,Telephone,Fax,Website,Description
The Bawdeswell Garden Centre,"Norwich Road, Bawdeswell, Dereham, NR20 4RZ, United Kingdom",01362688387,01362 688504,http://www.bawdeswellgardencentre.co.uk,"Bawdeswell garden centre is a family run garden centre on the main Norwich to Fakeham road. As well as an excellent selection of plants, it has a wonderful Millennium garden to wander around. There is a wide range of cane and garden furniture. The Reeves Parlour restaurant serves delicious home made lunches daily and is open for light refreshment all day. The Reeves Larder is a source of local food."
The Big Plant Nursery,"The Big Plant Nursery, Wargrave Road, Twyford, Reading, RG10 9PN, United Kingdom",01189341500,0118 9346768,http://www.creative-landscape.co.uk,"Set up by Creative Landscape Co the Big Plant Nursery specializes in the supply of semi mature plants and trees to the general public. An inspiring range of plants in a variety of sizes are stocked to suit most budgets including grasses, bamboos, hardy palms, hedging, Acers, climbers and trees. These plants quickly transform the look and feel of a garden as well as creating privacy in vital areas any time of the year. General advice, ordering, delivery and planting services are all available 7 days a week and are further complimented by the award winning design and comprehensive landscape services."
The Boma Garden Centre,"51-53 Islip Street, London, NW5 2DL, United Kingdom",02072844999,0207 4857441,http://www.bomagardencentre.co.uk,"The Boma is an independent, family-run urban Garden Centre and Garden Services company based in Kentish Town London, easily accessible from north and central London. Our Garden Centre is dedicated to providing a comprehensive selection of quality plants and garden products, expert horticultural advice and a friendly, personal service to match. We offer private garden consultations and personal shopping appointments, free parking and a regular delivery service. Our Garden Services division offers a professional, managed garden maintenance service (both regular and once off) as well as domestic landscaping."
The Chelsea Gardener,"125 Sydney Street, Kings Road, Chelsea, SW3 6NR, United Kingdom",02073525656,020 7352 3301,http://www.chelseagardener.com,"The Chelsea Gardener is refreshingly different from a garden centre. We aim to be both a source and an inspiration. Everything we sell is carefully chosen to meet our clients' real requirements. Quality, design and firness for purpose are all taken into acccount when we are selecting stock. We also increasingly have plants and other items produced exclusively for us. We believe the satifsfaction of our clients is paramount. We therefore aim to offer a first class service to each and every one of them. We are open 7 days per week."
The Dawn Nurseries,"Shurdington Road, Shurdington, Cheltenham, GL51 4UD, United Kingdom",01242862877,01242 863272,http://www.dawn-nurseries.co.uk,We are a family run retail plant centre specialising in bedding and pot plants for direct sale to the general public at very competative prices.
The Downham Country Garden Store Ltd,"Stonecross Lane, Bexwell, Downham Market, PE38 0AD, United Kingdom",01366381190,,http://www.downhamcountrygardenstore.co.uk,
The Dutch Nursery & Garden Centre,"Great North Road, Brookmans Park, Hatfield, AL9 6ND, United Kingdom",01707653372,01707 647196,http://www.dutchnursery.co.uk,"A family business established in 1956, we focus on providing good quality plants and garden products along with excellent customer advice and service. Our cafÃ© with outdoor terrace is a great place for much to admire the plants at lunch. We also run over 100 coach bus trips to famous gardens, theatres trips and even trips to Europe and beyond."
The Elms Nursery and Garden Centre,"Hardings Elms Road, Crays Hill, Billericay, CM11 2UH, United Kingdom",01268521721,01268 520781,,
The Fairview Gardener,"Chapel Lane, Birdwood, GL2 8AR, United Kingdom",01452750436,01452 750 436,http://www.thefairviewgardener.co.uk,
The Garden & Plant Company,"1 Jacobs Piece, Fairford, GL7 4FH, United Kingdom",01189341500,01285 750363,http://www.gardenandplantco.com,"Enjoy choosing plants in the peaceful surroundings of a Victorian walled garden with helpful qualified staff. Choose from our extensive range of shrubs, trees, herbaceous plants, roses, clematis, climbers, herbs and alpines. Bedding plants for hanging baskets containers and summer color. We provide a plant finder service and garden design and construction for clients locally.
See our website www.gardenandplantco.com"
The Garden Shop,"Tannery Yard, Kings Street, Colyton, EX24 6PD, United Kingdom",01297551113,,http://www.gardenshopcolyton.co.uk,"The Garden Shop – an oasis of calm in a sea of chaos! We stock a wide variety of beautiful, locally grown plants including; perennials, shrubs, roses, bedding, houseplants and vegetables. There is a range of seeds, garden chemicals, tools, and composts/fertilisers/soil improvers and sundries together with a variety of pots for indoors and out, and a floristry department. We also stock wonderful, if a little quirky, gifts, homewares and greetings cards. Visit us and enjoy fabulous coffee, breakfast, light lunches and afternoon tea in our café or sitting among the flowers. Dog friendly!"
The Green Frog Garden Shop,"Lakeside Country Park, Ellerton, Scorton, Richmond, DL10 6AP, United Kingdom",01748813311,,,
The Hertfordshire Garden Centre,"Redding Lane off A5183, Redbourn, St Albans, AL3 7PS, United Kingdom",01582792255,01582 792522,http://www.hertfordshiregardencentre.co.uk,"Independent, family garden centre that offer gardening advice and provide a range of quality plants, small trees, shrubs, bedding plants and an extensive range of perennials. Come and visit for a chat and enjoy our coffee shop."
The Hop Pocket Garden Centre,"Hop Pocket Garden Centre, Hop Pocket Farm, Bishops Frome, Worcester, WR6 5BT, United Kingdom",01531640121,01531 640121,,"The Hop Pocket Garden Centre is a unique little garden centre with an astonishing range of plants- many locally grown. We stock a wide variety of fruit trees, fruit bushes, ornamental trees, roses, perennials, shrubs and more. Many are unusual varieties. 
We stock a delightful selection of items for the garden- for your own pleasure of for the perfect gift. Items include: wildlife cameras, bird tables and houses, one of the largest selection of wind chimes in the country, spinners, sundials, weathervanes, garden planter, metal sculptures, stone statues, arbours, bridges and pergolas, garden tools."
The Hop Pocket Garden Centre,"5 Oakleigh Avenue, Hallow, Worcester, WR2 6NG, United Kingdom",,,,
The Idle Mole,"The Idle Mole, The Engine Yard, Woolsthorpe Road, Belvoir, Grantham, NG32 1PA, United Kingdom",01476247057,,,
The Lakes Homecentre,"Low road, Cockermouth, CA13 0HH, United Kingdom",01900827282,01900 827527,http://www.lakeshomecentre.co.uk,"The Lakes Homecentre stocks a stunning array of products for your home and garden under one roof. Open 7 days a week with ample free parking and a relaxing tea room, we are well worth a visit."
The Langton Greenhouse and Garden Centre,"Melton Road, East Langton, Market Harborough, LE16 7TG, United Kingdom",01858545819,,http://www.langtonfarmshop.co.uk,"Here at Langton Farm Shop, Garden Centre and Stone Company we pride ourselves on excellent service and quality products. A family business, run by Tom and DJ Byrne.
In the farm shop you will find fresh meat, fruit and vegetables as well as artisan foods from the local area.
In the garden centre, beautiful trees and plants plus friendly expert advice from our resident horticulturist Samantha Kimber. Stone flooring supplied and installed by Tom, and experienced tiler as well as propietor! All this complemented by our cafe/restaurant dun by DJ.
Set in the stunning countryside of East Langton near Market Harborough."
The Laurels Plant Centre,"29 Hyde End Lane, Ryeish Green, Reading, RG7 1EP, United Kingdom",01189883792,,http://www.laurels-plant-centre.co.uk,The Laurels Plant Centre is an established family business which has sold both retail and wholesale plants for over 30 years.
The Mains of Drum,"Drumoak, Banchory, AB31 5AN, United Kingdom",01330811000,,http://www.mainsofdrum.co.uk,"We aim to provide customers with a combination of the highest quality products and services, making us a leading shopping destination in Aberdeenshire and the North East of Scotland. We strive to create something different, somewhere customers feel special and somewhere that belongs in Royal Deeside."
The National Herb Centre,"Banbury Road, Warmington, Banbury, OX17 1DF, United Kingdom",01295690999,01295 690034,http://www.herbcentre.co.uk,www.herbcentre.co.uk
The Nunhead Gardener,"23B Denmark Hill, Camberwell, London, SE5 8FF, United Kingdom",02045066195,,http://www.thenunheadgardener.com,
The Nunhead Gardener,"Unit 1, Sayer Street, Elephant Park, London, SE17 1FY, United Kingdom",02045066195,,http://www.thenunheadgardener.com,
The Nunhead Gardener,"1A Oakdale Road, London, SE15 3BW, United Kingdom",02076353443,,http://www.thenunheadgardener.com/,
The Nursery,"Marsh Road, Hilperton Marsh, Trowbridge, BA14 7PL, United Kingdom",01225571331,,https://avonfield-gardens.co.uk/,
The Old Moat Garden Centre,"The Old Moat Garden Centre, Horton Lane, Epsom, KT19 8PQ, United Kingdom",01372731971,01372 748785,http://www.theoldmoatgardencentre.org.uk,"Garden centre, cafe and gift shop, selling a wide range of plants, many grown on site. We have a walled vegetable garden that provides produce for our cafe and shop. We are run by Richmond Fellowship, a leader in mental health support. Our aim is to help people who have a  mental health problem gain work experience and accredited training in a supported commercial environment."
The Old Withy Garden Nursery,"Grange Fruit Farm, Gweek, Helston, TR12 6BE, United Kingdom",01326221171,,http://www.theoldwithygardennursery.co.uk,"A nursery growing a wide range of perennial plants, some biennials, ,herbs & grasses with a smaller offering of climbers, shrubs, seasonal plants & alpines. Good selection of Achillea, Eryngium, Euphorbia, hardy Geraniums, Penstemon and Sedum. Descriptive catalogue available.  Large demonstration beds & borders including a bog garden & woodland area, all fully labelled. Pick your own fruit farm, farm shop and coffee shop/cafe available next door."
The Otter Nursery,"Murray Road, Ottershaw, Chertsey, KT16 0HT, United Kingdom",01932875403,,http://www.theotternursery.co.uk,
The Palace Gardener,"The Palace Gardener , Bishops Avenue, London, SW6 6EE, United Kingdom",,,,
The Pette Shoppe,"111a High Street, Rye, TN31 7JE, United Kingdom",01424211560,,,
The Place For Plants,"East Bergholt Place, East Bergholt, CO7 6UP, United Kingdom",01206299224,01206 299229,http://www.placeforplants.co.uk,"Retail plant centre and garden with enormous range of plants, trees, ,shrubs, climbers, conifers, herbaceous, including grasses, ferns, bamboos, herbs as well as a shop selling gifts, garden sundries, terracotta pots and compost.

Cafe now open!"
The Plant Centre Hortus Loci,"Hound Green, Basingstoke, RG27 8LQ, United Kingdom",01189326495,0118 932 6115,,
The Plant Plot,"The Plant Plot, Stafford Road, Lichfield, WS13 8JA, United Kingdom",01543262805,,http://www.theplantplot.com,
The Potted Garden Nursery,"Ashford Road, Bearsted, Maidstone, ME14 4NH, United Kingdom",01622737801,,,
The Potting Shed,"2-3 Brutus Centre, Fore Street, Totnes, TQ9 5RW, United Kingdom",01803411272,,,
The Range,"Jockey Lane, Huntington, York, YO32 9NE, United Kingdom",01904624326,01904 624 326,,
The Range,"Mothercare UK Ltd, Western Avenue, Houndstone Business Park, Yeovil, BA22 8YQ, United Kingdom",01935423053,,,
The Range,"Plas Coch Retail Kingdom, Plas Coch Road, Wrexham, LL11 2BA, United Kingdom",01978355357,,,
